tau0,tau
8.0,59.6
8.0,58.1
8.0,48.800000000000004
8.0,66.60000000000001
8.0,55.800000000000004
8.0,55.400000000000006
8.0,46.6
8.0,66.5
8.0,47.7
8.0,53.5
3.5992438563327034,18.5
3.5992438563327034,23.8
3.5992438563327034,20.3
3.5992438563327034,26.3
3.5992438563327034,19.5
3.5992438563327034,20.0
3.5992438563327034,27.1
3.5992438563327034,21.6
3.5992438563327034,26.700000000000003
3.5992438563327034,20.700000000000003
2.1875,16.8
2.1875,19.6
2.1875,15.0
2.1875,13.600000000000001
2.1875,19.1
2.1875,25.1
2.1875,11.8
2.1875,11.600000000000001
2.1875,14.100000000000001
2.1875,25.8
1.532421177870315,15.9
1.532421177870315,11.3
1.532421177870315,11.600000000000001
1.532421177870315,10.200000000000001
1.532421177870315,10.5
1.532421177870315,15.4
1.532421177870315,12.200000000000001
1.532421177870315,11.4
1.532421177870315,9.4
1.532421177870315,10.5
1.1648,7.9
1.1648,6.7
1.1648,7.300000000000001
1.1648,8.5
1.1648,10.0
1.1648,7.7
1.1648,6.300000000000001
1.1648,9.4
1.1648,8.5
1.1648,7.1000000000000005
0.9330652111462222,5.6000000000000005
0.9330652111462222,6.4
0.9330652111462222,5.9
0.9330652111462222,8.6
0.9330652111462222,5.2
0.9330652111462222,9.3
0.9330652111462222,6.800000000000001
0.9330652111462222,8.3
0.9330652111462222,6.4
0.9330652111462222,6.4
0.7750865051903115,6.2
0.7750865051903115,4.7
0.7750865051903115,5.1000000000000005
0.7750865051903115,5.5
0.7750865051903115,5.2
0.7750865051903115,4.800000000000001
0.7750865051903115,5.4
0.7750865051903115,4.6000000000000005
0.7750865051903115,4.800000000000001
0.7750865051903115,5.800000000000001
0.6611570247933884,4.2
0.6611570247933884,4.3
0.6611570247933884,7.1000000000000005
0.6611570247933884,5.2
0.6611570247933884,4.0
0.6611570247933884,4.1000000000000005
0.6611570247933884,5.300000000000001
0.6611570247933884,4.7
0.6611570247933884,5.5
0.6611570247933884,4.800000000000001
0.5754461871281774,4.2
0.5754461871281774,3.8000000000000003
0.5754461871281774,3.4000000000000004
0.5754461871281774,4.2
0.5754461871281774,4.4
0.5754461871281774,4.6000000000000005
0.5754461871281774,4.3
0.5754461871281774,4.0
0.5754461871281774,6.7
0.5754461871281774,4.5
0.5088088642659279,4.3
0.5088088642659279,3.3000000000000003
0.5088088642659279,3.5
0.5088088642659279,4.7
0.5088088642659279,3.4000000000000004
0.5088088642659279,4.0
0.5088088642659279,3.8000000000000003
0.5088088642659279,3.5
0.5088088642659279,3.1
0.5088088642659279,3.2
0.4556213017751479,3.2
0.4556213017751479,3.1
0.4556213017751479,3.1
0.4556213017751479,4.7
0.4556213017751479,4.1000000000000005
0.4556213017751479,3.1
0.4556213017751479,3.0
0.4556213017751479,3.4000000000000004
0.4556213017751479,4.0
0.4556213017751479,2.9000000000000004
0.41224841412796615,2.5
0.41224841412796615,2.8000000000000003
0.41224841412796615,2.9000000000000004
0.41224841412796615,3.4000000000000004
0.41224841412796615,3.2
0.41224841412796615,3.2
0.41224841412796615,2.6
0.41224841412796615,3.2
0.41224841412796615,2.4000000000000004
0.41224841412796615,2.6
0.37624294544477294,2.4000000000000004
0.37624294544477294,2.3000000000000003
0.37624294544477294,4.1000000000000005
0.37624294544477294,2.6
0.37624294544477294,2.4000000000000004
0.37624294544477294,2.3000000000000003
0.37624294544477294,2.6
0.37624294544477294,3.0
0.37624294544477294,2.5
0.37624294544477294,2.6
0.3459005885437911,2.7
0.3459005885437911,2.8000000000000003
0.3459005885437911,2.1
0.3459005885437911,2.2
0.3459005885437911,2.8000000000000003
0.3459005885437911,2.9000000000000004
0.3459005885437911,2.1
0.3459005885437911,2.1
0.3459005885437911,2.8000000000000003
0.3459005885437911,2.6
0.32,3.3000000000000003
0.32,2.4000000000000004
0.32,2.1
0.32,2.4000000000000004
0.32,2.2
0.32,2.5
0.32,2.1
0.32,2.3000000000000003
0.32,2.4000000000000004
0.32,2.7
